itemCode, duration, forcepoints, brickpoint, tokens, discount
af5,1000000,5000,0,4000,0
af6,1000000,5000,0,4000,0
af7,1000000,5000,0,4000,0
af8,1000000,5000,0,4000,0
af9,1000000,5000,0,4000,0
af0,1000000,5000,0,4000,0
ag1,1000000,5000,0,4000,0
ag2,1000000,5000,0,4000,0
ag3,1000000,5000,0,4000,0
ag4,1000000,5000,0,4000,0
ag5,1000000,5000,0,4000,0
ag6,1000000,5000,0,4000,0
ag7,1000000,5000,0,4000,0
ag8,1000000,5000,0,4000,0
ag9,1000000,5000,0,4000,0
ag0,1000000,5000,0,4000,0
ah1,1000000,5000,0,4000,0
ah2,1000000,5000,0,4000,0
ah3,1000000,5000,0,4000,0
ah4,1000000,5000,0,4000,0
ah5,1000000,5000,0,4000,0
ah6,1000000,5000,0,4000,0
ah7,1000000,5000,0,4000,0
ah8,1000000,5000,0,4000,0
ah9,1000000,5000,0,4000,0
ah0,1000000,5000,0,4000,0
ai1,1000000,5000,0,4000,0
ai2,1000000,5000,0,4000,0
ai3,1000000,5000,0,4000,0
ai4,1000000,5000,0,4000,0
ai5,1000000,5000,0,4000,0
ai6,1000000,5000,0,4000,0
ai7,1000000,5000,0,4000,0
ai8,1000000,5000,0,4000,0
ai9,1000000,5000,0,4000,0
ai0,1000000,5000,0,4000,0
aj1,1000000,5000,0,4000,0
aj2,1000000,5000,0,4000,0
aj3,1000000,5000,0,4000,0
aj4,1000000,5000,0,4000,0
aj5,1000000,5000,0,4000,0
aj6,1000000,5000,0,4000,0
aj7,1000000,5000,0,4000,0
aj8,1000000,5000,0,4000,0
aj9,1000000,5000,0,4000,0
aj0,1000000,5000,0,4000,0
ak1,1000000,5000,0,4000,0
ak2,1000000,5000,0,4000,0
ak3,1000000,5000,0,4000,0
ak4,1000000,5000,0,4000,0
ak5,1000000,5000,0,4000,0
ak6,1000000,5000,0,4000,0
ak7,1000000,5000,0,4000,0
ak8,1000000,5000,0,4000,0
ak9,1000000,5000,0,4000,0
ak0,1000000,5000,0,4000,0
al1,1000000,5000,0,4000,0
al2,1000000,5000,0,4000,0
al3,1000000,5000,0,4000,0
al4,1000000,5000,0,4000,0
al5,1000000,5000,0,4000,0
al6,1000000,5000,0,4000,0
al7,1000000,5000,0,4000,0
al8,1000000,5000,0,4000,0
al9,1000000,5000,0,4000,0
al0,1000000,5000,0,4000,0
an1,1000000,5000,0,4000,0
an2,1000000,5000,0,4000,0
an3,1000000,5000,0,4000,0
an4,1000000,5000,0,4000,0
an5,1000000,5000,0,4000,0
an6,1000000,5000,0,4000,0
an7,1000000,5000,0,4000,0
an8,1000000,5000,0,4000,0
an9,1000000,5000,0,4000,0
an0,1000000,5000,0,4000,0
am7,1000000,5000,0,4000,0
am8,1000000,5000,0,4000,0
am9,1000000,5000,0,4000,0
am0,1000000,5000,0,4000,0
ao1,1000000,5000,0,4000,0
ao2,1000000,5000,0,4000,0
ao3,1000000,5000,0,4000,0
ao4,1000000,5000,0,4000,0
ao5,1000000,5000,0,4000,0
ao6,1000000,5000,0,4000,0
am1,1000000,5000,0,4000,0
am2,1000000,5000,0,4000,0
am3,1000000,5000,0,4000,0
am4,1000000,5000,0,4000,0
am5,1000000,5000,0,4000,0
am6,1000000,5000,0,4000,0
ao7,1000000,5000,0,4000,0
ao8,1000000,5000,0,4000,0
ao9,1000000,5000,0,4000,0
ao0,1000000,5000,0,4000,0
ap1,1000000,5000,0,4000,0
ap2,1000000,5000,0,4000,0
ap3,1000000,5000,0,4000,0
ap4,1000000,5000,0,4000,0
ap5,1000000,5000,0,4000,0
ap6,1000000,5000,0,4000,0
ap7,1000000,5000,0,4000,0
ap8,1000000,5000,0,4000,0
ap9,1000000,5000,0,4000,0
ap0,1000000,5000,0,4000,0
aq1,1000000,5000,0,4000,0
aq2,1000000,5000,0,4000,0
aq3,1000000,5000,0,4000,0
aq4,1000000,5000,0,4000,0
aq5,1000000,5000,0,4000,0
aq6,1000000,5000,0,4000,0
aq7,1000000,5000,0,4000,0
aq8,1000000,5000,0,4000,0
aq9,1000000,5000,0,4000,0
ar0,1000000,5000,0,4000,0
ar1,1000000,5000,0,4000,0
ar2,1000000,5000,0,4000,0
ar3,1000000,5000,0,4000,0
ar4,1000000,5000,0,4000,0
ar5,1000000,5000,0,4000,0
ar6,1000000,5000,0,4000,0
ar7,1000000,5000,0,4000,0
ar8,1000000,5000,0,4000,0
ar9,1000000,5000,0,4000,0
as0,1000000,5000,0,4000,0
as1,1000000,5000,0,4000,0
as2,1000000,5000,0,4000,0
as3,1000000,5000,0,4000,0
as4,1000000,5000,0,4000,0
as5,1000000,5000,0,4000,0
as6,1000000,5000,0,4000,0
as7,1000000,5000,0,4000,0
as8,1000000,5000,0,4000,0
as9,1000000,5000,0,4000,0
at0,1000000,5000,0,4000,0
at1,1000000,5000,0,4000,0
at2,1000000,5000,0,4000,0
at3,1000000,5000,0,4000,0
at4,1000000,5000,0,4000,0
at5,1000000,5000,0,4000,0
at6,1000000,5000,0,4000,0
at7,1000000,5000,0,4000,0
at8,1000000,5000,0,4000,0
at9,1000000,5000,0,4000,0
au0,1000000,5000,0,4000,0
au1,1000000,5000,0,4000,0
au2,1000000,5000,0,4000,0
au3,1000000,5000,0,4000,0
au4,1000000,5000,0,4000,0
au5,1000000,5000,0,4000,0
au6,1000000,5000,0,4000,0
au7,1000000,5000,0,4000,0
au8,1000000,5000,0,4000,0
au9,1000000,5000,0,4000,0
av0,1000000,5000,0,4000,0
av1,1000000,5000,0,4000,0
av2,1000000,5000,0,4000,0
av3,1000000,5000,0,4000,0
av4,1000000,5000,0,4000,0
av5,1000000,5000,0,4000,0
av6,1000000,5000,0,4000,0
av7,1000000,5000,0,4000,0
av8,1000000,5000,0,4000,0
av9,1000000,5000,0,4000,0
aw0,1000000,5000,0,4000,0
aw1,1000000,5000,0,4000,0
aw2,1000000,5000,0,4000,0
aw3,1000000,5000,0,4000,0
aw4,1000000,5000,0,4000,0
aw5,1000000,5000,0,4000,0
aw6,1000000,5000,0,4000,0
aw7,1000000,5000,0,4000,0
aw8,1000000,5000,0,4000,0
aw9,1000000,5000,0,4000,0
ax0,1000000,5000,0,4000,0
ax1,1000000,5000,0,4000,0
ax2,1000000,5000,0,4000,0
ax3,1000000,5000,0,4000,0
ax4,1000000,5000,0,4000,0
ax5,1000000,5000,0,4000,0
ax6,1000000,5000,0,4000,0
ax7,1000000,5000,0,4000,0
ax8,1000000,5000,0,4000,0
ax9,1000000,5000,0,4000,0
ay0,1000000,5000,0,4000,0
ay1,1000000,5000,0,4000,0
ay2,1000000,5000,0,4000,0
ay3,1000000,5000,0,4000,0
ay4,1000000,5000,0,4000,0
ay5,1000000,5000,0,4000,0
ay6,1000000,5000,0,4000,0
ay7,1000000,5000,0,4000,0
ay8,1000000,5000,0,4000,0
ay9,1000000,5000,0,4000,0
az0,1000000,5000,0,4000,0
az1,1000000,5000,0,4000,0
az2,1000000,5000,0,4000,0
az3,1000000,5000,0,4000,0
az4,1000000,5000,0,4000,0
az5,1000000,5000,0,4000,0
az6,1000000,5000,0,4000,0
az7,1000000,5000,0,4000,0
az8,1000000,5000,0,4000,0
az9,1000000,5000,0,4000,0
e01,1000000,5000,0,4000,0
e02,1000000,5000,0,4000,0
e03,1000000,5000,0,4000,0
e04,1000000,5000,0,4000,0
e05,1000000,5000,0,4000,0
e06,1000000,5000,0,4000,0
e07,1000000,5000,0,4000,0
e08,1000000,5000,0,4000,0
e09,1000000,5000,0,4000,0
e10,1000000,5000,0,4000,0
e11,1000000,5000,0,4000,0
e12,1000000,5000,0,4000,0
e13,1000000,5000,0,4000,0
e14,1000000,5000,0,4000,0
e15,1000000,5000,0,4000,0
e16,1000000,5000,0,4000,0
e17,1000000,5000,0,4000,0
e18,1000000,5000,0,4000,0
e19,1000000,5000,0,4000,0
e20,1000000,5000,0,4000,0
e21,1000000,5000,0,4000,0
e22,1000000,5000,0,4000,0
e23,1000000,5000,0,4000,0
e24,1000000,5000,0,4000,0
e25,1000000,5000,0,4000,0
e26,1000000,5000,0,4000,0
e27,1000000,5000,0,4000,0
e28,1000000,5000,0,4000,0
e29,1000000,5000,0,4000,0
e30,1000000,5000,0,4000,0
e31,1000000,5000,0,4000,0
e32,1000000,5000,0,4000,0
e33,1000000,5000,0,4000,0
e34,1000000,5000,0,4000,0
e35,1000000,5000,0,4000,0
e36,1000000,5000,0,4000,0
e37,1000000,5000,0,4000,0
e38,1000000,5000,0,4000,0
e39,1000000,5000,0,4000,0
e40,1000000,5000,0,4000,0
e41,1000000,5000,0,4000,0
e42,1000000,5000,0,4000,0
e43,1000000,5000,0,4000,0
e44,1000000,5000,0,4000,0
e45,1000000,5000,0,4000,0
e46,1000000,5000,0,4000,0
e47,1000000,5000,0,4000,0
e48,1000000,5000,0,4000,0
e49,1000000,5000,0,4000,0
e50,1000000,5000,0,4000,0
e51,1000000,5000,0,4000,0
e52,1000000,5000,0,4000,0
e53,1000000,5000,0,4000,0
e54,1000000,5000,0,4000,0
e55,1000000,5000,0,4000,0
e56,1000000,5000,0,4000,0
e57,1000000,5000,0,4000,0
e58,1000000,5000,0,4000,0
e59,1000000,5000,0,4000,0
e60,1000000,5000,0,4000,0
e61,1000000,5000,0,4000,0
e62,1000000,5000,0,4000,0
e63,1000000,5000,0,4000,0
e64,1000000,5000,0,4000,0
e65,1000000,5000,0,4000,0
e66,1000000,5000,0,4000,0
e67,1000000,5000,0,4000,0
e68,1000000,5000,0,4000,0
e69,1000000,5000,0,4000,0
e70,1000000,5000,0,4000,0
e71,1000000,5000,0,4000,0
e72,1000000,5000,0,4000,0
e73,1000000,5000,0,4000,0
e74,1000000,5000,0,4000,0
e75,1000000,5000,0,4000,0
e76,1000000,5000,0,4000,0
e77,1000000,5000,0,4000,0
e78,1000000,5000,0,4000,0
e79,1000000,5000,0,4000,0
e80,1000000,5000,0,4000,0
e81,1000000,5000,0,4000,0
e82,1000000,5000,0,4000,0
e83,1000000,5000,0,4000,0
e84,1000000,5000,0,4000,0
e85,1000000,5000,0,4000,0
e86,1000000,5000,0,4000,0
e87,1000000,5000,0,4000,0
e88,1000000,5000,0,4000,0
e89,1000000,5000,0,4000,0
e90,1000000,5000,0,4000,0
e91,1000000,5000,0,4000,0
e92,1000000,5000,0,4000,0
e93,1000000,5000,0,4000,0
e94,1000000,5000,0,4000,0
e95,1000000,5000,0,4000,0
e96,1000000,5000,0,4000,0
e97,1000000,5000,0,4000,0
e98,1000000,5000,0,4000,0
e99,1000000,5000,0,4000,0
ea0,1000000,5000,0,4000,0
ea1,1000000,5000,0,4000,0
ea2,1000000,5000,0,4000,0
ea3,1000000,5000,0,4000,0
ea4,1000000,5000,0,4000,0
ea5,1000000,5000,0,4000,0
ea6,1000000,5000,0,4000,0
ea7,1000000,5000,0,4000,0
ea8,1000000,5000,0,4000,0
ea9,1000000,5000,0,4000,0
eb0,1000000,5000,0,4000,0
eb1,1000000,5000,0,4000,0
eb2,1000000,5000,0,4000,0
eb3,1000000,5000,0,4000,0
eb4,1000000,5000,0,4000,0
eb5,1000000,5000,0,4000,0
eb6,1000000,5000,0,4000,0
eb7,1000000,5000,0,4000,0
eb8,1000000,5000,0,4000,0
eb9,1000000,5000,0,4000,0
ec0,1000000,5000,0,4000,0
ec1,1000000,5000,0,4000,0
ec2,1000000,5000,0,4000,0
ec3,1000000,5000,0,4000,0
ec4,1000000,5000,0,4000,0
ec5,1000000,5000,0,4000,0
ec6,1000000,5000,0,4000,0
ec7,1000000,5000,0,4000,0
ec8,1000000,5000,0,4000,0
ec9,1000000,5000,0,4000,0
ed0,1000000,5000,0,4000,0
ed1,1000000,5000,0,4000,0
ed2,1000000,5000,0,4000,0
ed3,1000000,5000,0,4000,0
ed4,1000000,5000,0,4000,0
ed5,1000000,5000,0,4000,0
ed6,1000000,5000,0,4000,0
ed7,1000000,5000,0,4000,0
ed8,1000000,5000,0,4000,0
ed9,1000000,5000,0,4000,0
ee0,1000000,5000,0,4000,0
ee1,1000000,5000,0,4000,0
ee2,1000000,5000,0,4000,0
ee3,1000000,5000,0,4000,0
ee4,1000000,5000,0,4000,0
ee5,1000000,5000,0,4000,0
ee6,1000000,5000,0,4000,0
c01,1000000,5000,0,4000,0
c02,1000000,5000,0,4000,0
c03,1000000,5000,0,4000,0
c04,1000000,5000,0,4000,0
c05,1000000,5000,0,4000,0
c06,1000000,5000,0,4000,0
c07,1000000,5000,0,4000,0
c08,1000000,5000,0,4000,0
c09,1000000,5000,0,4000,0
c10,1000000,5000,0,4000,0
c11,1000000,5000,0,4000,0
c12,1000000,5000,0,4000,0
c13,1000000,5000,0,4000,0
c14,1000000,5000,0,4000,0
c15,1000000,5000,0,4000,0
c16,1000000,5000,0,4000,0
c17,1000000,5000,0,4000,0
c18,1000000,5000,0,4000,0
s01,1,5000,0,4000,0
s05,1000000,5000,0,4000,0
s06,1000000,5000,0,4000,0
s08,1000000,5000,0,4000,0
s09,1000000,5000,0,4000,0
s10,1000000,5000,0,4000,0
s11,1000000,5000,0,4000,0
s12,1000000,5000,0,4000,0
s13,1000000,5000,0,4000,0
s14,1000000,5000,0,4000,0
s15,1000000,5000,0,4000,0
s16,1000000,5000,0,4000,0
s17,1000000,5000,0,4000,0
s18,1000000,5000,0,4000,0
s19,1000000,5000,0,4000,0
s20,1000000,5000,0,4000,0
s21,1000000,5000,0,4000,0
s23,1000000,5000,0,4000,0
s24,1000000,5000,0,4000,0
s25,1,5000,0,4000,0
s80,1,0,0,10,0
s80,10,0,0,100,0
s80,100,0,0,1000,0
s82,1,5000,0,4000,0
s83,1,5000,0,4000,0
s84,1,0,0,5,0
s84,10,0,0,50,0
s84,100,0,0,500,0
s85,1,0,0,20,0
s85,10,0,0,200,0
s85,100,0,0,2000,0
s86,1,5000,0,4000,0
s87,1,5000,0,4000,0
s88,1,5000,0,4000,0
s89,1,5000,0,4000,0
s90,1,0,0,1,0
s91,1,0,0,1,0
s92,1000000,5000,0,4000,0
s93,1,0,0,2,0
s94,1,0,0,1,0
s95,1,0,0,1000,0
s95,10,0,0,10000,0
s95,100,0,0,100000,0
s96,1000000,5000,0,4000,0
s97,1,5000,0,4000,0
s98,1,5000,0,4000,0
s99,1,5000,0,4000,0
sa0,1,5000,0,4000,0
sa1,1,5000,0,4000,0
sa2,1,5000,0,4000,0
sa3,1,5000,0,4000,0
sa4,1,5000,0,4000,0
sa5,1,5000,0,4000,0
u01,1,5000,0,4000,0
u02,1,5000,0,4000,0
u03,1,5000,0,4000,0
u04,1,5000,0,4000,0
u05,1,5000,0,4000,0
u06,1,5000,0,4000,0
u07,1,5000,0,4000,0
u08,1,5000,0,4000,0
u09,1,5000,0,4000,0
u10,1,5000,0,4000,0
u11,1,5000,0,4000,0
u12,1,5000,0,4000,0
