itemCode,isNew,isHot,isVisible,starRate,isSpecialOffer,isOfferOnce,isGiftable,ispromo,rebuyInvisible,minimumForcePointLevel,minimumTokenLevel
wkp,0,0,1,100,0,0,1,0,0,0,0
wkq,0,0,1,100,0,0,1,0,0,0,0
wkr,0,0,1,100,0,0,1,0,0,0,0
wks,0,0,1,100,0,0,1,0,0,0,0
wkt,0,0,1,100,0,0,1,0,0,0,0
wku,0,0,1,100,0,0,1,0,0,0,0
wkv,0,0,1,100,0,0,1,0,0,0,0
wkw,0,0,1,100,0,0,1,0,0,0,0
wkx,0,0,1,100,0,0,1,0,0,0,0
wky,0,0,1,100,0,0,1,0,0,0,0
wkz,0,0,1,100,0,0,1,0,0,0,0
wla,0,0,1,100,0,0,1,0,0,0,0
wlb,0,0,1,100,0,0,1,0,0,0,0
wlc,0,0,1,100,0,0,1,0,0,0,0
wld,0,0,1,100,0,0,1,0,0,0,0
wle,0,0,1,100,0,0,1,0,0,0,0
wlf,0,0,1,100,0,0,1,0,0,0,0
wlg,0,0,1,100,0,0,1,0,0,0,0
wlh,0,0,1,100,0,0,1,0,0,0,0
wli,0,0,1,100,0,0,1,0,0,0,0
wlj,0,0,1,100,0,0,1,0,0,0,0
wlk,0,0,1,100,0,0,1,0,0,0,0
wll,0,0,1,100,0,0,1,0,0,0,0
wlm,0,0,1,100,0,0,1,0,0,0,0
wln,0,0,1,100,0,0,1,0,0,0,0
wlo,0,0,1,100,0,0,1,0,0,0,0
wlp,0,0,1,100,0,0,1,0,0,0,0
wlq,0,0,1,100,0,0,1,0,0,0,0
wlr,0,0,1,100,0,0,1,0,0,0,0
wls,0,0,1,100,0,0,1,0,0,0,0
wlt,0,0,1,100,0,0,1,0,0,0,0
wlu,0,0,1,100,0,0,1,0,0,0,0
wlv,0,0,1,100,0,0,1,0,0,0,0
wlw,0,0,1,100,0,0,1,0,0,0,0
wlx,0,0,1,100,0,0,1,0,0,0,0
wly,0,0,1,100,0,0,1,0,0,0,0
wlz,0,0,1,100,0,0,1,0,0,0,0
wma,0,0,1,100,0,0,1,0,0,0,0
wmb,0,0,1,100,0,0,1,0,0,0,0
wmc,0,0,1,100,0,0,1,0,0,0,0
wmd,0,0,1,100,0,0,1,0,0,0,0
wme,0,0,1,100,0,0,1,0,0,0,0
wmf,0,0,1,100,0,0,1,0,0,0,0
wmg,0,0,1,100,0,0,1,0,0,0,0
wmh,0,0,1,100,0,0,1,0,0,0,0
wmi,0,0,1,100,0,0,1,0,0,0,0
wmj,0,0,1,100,0,0,1,0,0,0,0
wmk,0,0,1,100,0,0,1,0,0,0,0
wml,0,0,1,100,0,0,1,0,0,0,0
wmm,0,0,1,100,0,0,1,0,0,0,0
wmn,0,0,1,100,0,0,1,0,0,0,0
wmo,0,0,1,100,0,0,1,0,0,0,0
wmp,0,0,1,100,0,0,1,0,0,0,0
wmq,0,0,1,100,0,0,1,0,0,0,0
wmr,0,0,1,100,0,0,1,0,0,0,0
wms,0,0,1,100,0,0,1,0,0,0,0
wmt,0,0,1,100,0,0,1,0,0,0,0
wmu,0,0,1,100,0,0,1,0,0,0,0
wmv,0,0,1,100,0,0,1,0,0,0,0
wmw,0,0,1,100,0,0,1,0,0,0,0
wmx,0,0,1,100,0,0,1,0,0,0,0
wmy,0,0,1,100,0,0,1,0,0,0,0
wmz,0,0,1,100,0,0,1,0,0,0,0
wna,0,0,1,100,0,0,1,0,0,0,0
wnb,0,0,1,100,0,0,1,0,0,0,0
wnc,0,0,1,100,0,0,1,0,0,0,0
wnd,0,0,1,100,0,0,1,0,0,0,0
wne,0,0,1,100,0,0,1,0,0,0,0
wnf,0,0,1,100,0,0,1,0,0,0,0
wng,0,0,1,100,0,0,1,0,0,0,0
wnh,0,0,1,100,0,0,1,0,0,0,0
wni,0,0,1,100,0,0,1,0,0,0,0
wnj,0,0,1,100,0,0,1,0,0,0,0
wnk,0,0,1,100,0,0,1,0,0,0,0
wnl,0,0,1,100,0,0,1,0,0,0,0
wnm,0,0,1,100,0,0,1,0,0,0,0
wnn,0,0,1,100,0,0,1,0,0,0,0
wno,0,0,1,100,0,0,1,0,0,0,0
wnp,0,0,1,100,0,0,1,0,0,0,0
wnq,0,0,1,100,0,0,1,0,0,0,0
wnr,0,0,1,100,0,0,1,0,0,0,0
wns,0,0,1,100,0,0,1,0,0,0,0
wnt,0,0,1,100,0,0,1,0,0,0,0
wnu,0,0,1,100,0,0,1,0,0,0,0
wnv,0,0,1,100,0,0,1,0,0,0,0
wnw,0,0,1,100,0,0,1,0,0,0,0
wnx,0,0,1,100,0,0,1,0,0,0,0
wny,0,0,1,100,0,0,1,0,0,0,0
wnz,0,0,1,100,0,0,1,0,0,0,0
woa,0,0,1,100,0,0,1,0,0,0,0
wob,0,0,1,100,0,0,1,0,0,0,0
woc,0,0,1,100,0,0,1,0,0,0,0
wod,0,0,1,100,0,0,1,0,0,0,0
woe,0,0,1,100,0,0,1,0,0,0,0
wof,0,0,1,100,0,0,1,0,0,0,0
wog,0,0,1,100,0,0,1,0,0,0,0
woh,0,0,1,100,0,0,1,0,0,0,0
woi,0,0,1,100,0,0,1,0,0,0,0
woj,0,0,1,100,0,0,1,0,0,0,0
wok,0,0,1,100,0,0,1,0,0,0,0
wol,0,0,1,100,0,0,1,0,0,0,0
wom,0,0,1,100,0,0,1,0,0,0,0
won,0,0,1,100,0,0,1,0,0,0,0
woo,0,0,1,100,0,0,1,0,0,0,0
wop,0,0,1,100,0,0,1,0,0,0,0
woq,0,0,1,100,0,0,1,0,0,0,0
wor,0,0,1,100,0,0,1,0,0,0,0
wos,0,0,1,100,0,0,1,0,0,0,0
wot,0,0,1,100,0,0,1,0,0,0,0
wou,0,0,1,100,0,0,1,0,0,0,0
wov,0,0,1,100,0,0,1,0,0,0,0
a01,0,0,1,100,0,0,1,0,0,0,0
a02,0,0,1,100,0,0,1,0,0,0,0
a03,0,0,1,100,0,0,1,0,0,0,0
a04,0,0,1,100,0,0,1,0,0,0,0
a05,0,0,1,100,0,0,1,0,0,0,0
a06,0,0,1,100,0,0,1,0,0,0,0
a07,0,0,1,100,0,0,1,0,0,0,0
a08,0,0,1,100,0,0,1,0,0,0,0
a09,0,0,1,100,0,0,1,0,0,0,0
a10,0,0,1,100,0,0,1,0,0,0,0
a11,0,0,1,100,0,0,1,0,0,0,0
a12,0,0,1,100,0,0,1,0,0,0,0
a13,0,0,1,100,0,0,1,0,0,0,0
a14,0,0,1,100,0,0,1,0,0,0,0
a15,0,0,1,100,0,0,1,0,0,0,0
a16,0,0,1,100,0,0,1,0,0,0,0
a17,0,0,1,100,0,0,1,0,0,0,0
a18,0,0,1,100,0,0,1,0,0,0,0
a19,0,0,1,100,0,0,1,0,0,0,0
a20,0,0,1,100,0,0,1,0,0,0,0
a21,0,0,1,100,0,0,1,0,0,0,0
a22,0,0,1,100,0,0,1,0,0,0,0
a23,0,0,1,100,0,0,1,0,0,0,0
a24,0,0,1,100,0,0,1,0,0,0,0
a25,0,0,1,100,0,0,1,0,0,0,0
a26,0,0,1,100,0,0,1,0,0,0,0
a27,0,0,1,100,0,0,1,0,0,0,0
a28,0,0,1,100,0,0,1,0,0,0,0
a29,0,0,1,100,0,0,1,0,0,0,0
a30,0,0,1,100,0,0,1,0,0,0,0
a31,0,0,1,100,0,0,1,0,0,0,0
a32,0,0,1,100,0,0,1,0,0,0,0
a33,0,0,1,100,0,0,1,0,0,0,0
a34,0,0,1,100,0,0,1,0,0,0,0
a35,0,0,1,100,0,0,1,0,0,0,0
a36,0,0,1,100,0,0,1,0,0,0,0
a37,0,0,1,100,0,0,1,0,0,0,0
a38,0,0,1,100,0,0,1,0,0,0,0
a39,0,0,1,100,0,0,1,0,0,0,0
a40,0,0,1,100,0,0,1,0,0,0,0
a41,0,0,1,100,0,0,1,0,0,0,0
a42,0,0,1,100,0,0,1,0,0,0,0
a43,0,0,1,100,0,0,1,0,0,0,0
a44,0,0,1,100,0,0,1,0,0,0,0
a45,0,0,1,100,0,0,1,0,0,0,0
a46,0,0,1,100,0,0,1,0,0,0,0
a47,0,0,1,100,0,0,1,0,0,0,0
a48,0,0,1,100,0,0,1,0,0,0,0
a49,0,0,1,100,0,0,1,0,0,0,0
a50,0,0,1,100,0,0,1,0,0,0,0
a51,0,0,1,100,0,0,1,0,0,0,0
a52,0,0,1,100,0,0,1,0,0,0,0
a53,0,0,1,100,0,0,1,0,0,0,0
a54,0,0,1,100,0,0,1,0,0,0,0
a55,0,0,1,100,0,0,1,0,0,0,0
a56,0,0,1,100,0,0,1,0,0,0,0
a57,0,0,1,100,0,0,1,0,0,0,0
a58,0,0,1,100,0,0,1,0,0,0,0
a59,0,0,1,100,0,0,1,0,0,0,0
a60,0,0,1,100,0,0,1,0,0,0,0
a61,0,0,1,100,0,0,1,0,0,0,0
a62,0,0,1,100,0,0,1,0,0,0,0
a63,0,0,1,100,0,0,1,0,0,0,0
a64,0,0,1,100,0,0,1,0,0,0,0
a65,0,0,1,100,0,0,1,0,0,0,0
a66,0,0,1,100,0,0,1,0,0,0,0
a67,0,0,1,100,0,0,1,0,0,0,0
a68,0,0,1,100,0,0,1,0,0,0,0
a69,0,0,1,100,0,0,1,0,0,0,0
a70,0,0,1,100,0,0,1,0,0,0,0
a71,0,0,1,100,0,0,1,0,0,0,0
a72,0,0,1,100,0,0,1,0,0,0,0
a73,0,0,1,100,0,0,1,0,0,0,0
a74,0,0,1,100,0,0,1,0,0,0,0
a75,0,0,1,100,0,0,1,0,0,0,0
a76,0,0,1,100,0,0,1,0,0,0,0
a78,0,0,1,100,0,0,1,0,0,0,0
a79,0,0,1,100,0,0,1,0,0,0,0
a80,0,0,1,100,0,0,1,0,0,0,0
a81,0,0,1,100,0,0,1,0,0,0,0
a82,0,0,1,100,0,0,1,0,0,0,0
a83,0,0,1,100,0,0,1,0,0,0,0
a84,0,0,1,100,0,0,1,0,0,0,0
a85,0,0,1,100,0,0,1,0,0,0,0
a86,0,0,1,100,0,0,1,0,0,0,0
a87,0,0,1,100,0,0,1,0,0,0,0
a88,0,0,1,100,0,0,1,0,0,0,0
a89,0,0,1,100,0,0,1,0,0,0,0
a90,0,0,1,100,0,0,1,0,0,0,0
a91,0,0,1,100,0,0,1,0,0,0,0
a92,0,0,1,100,0,0,1,0,0,0,0
a93,0,0,1,100,0,0,1,0,0,0,0
a94,0,0,1,100,0,0,1,0,0,0,0
a95,0,0,1,100,0,0,1,0,0,0,0
a96,0,0,1,100,0,0,1,0,0,0,0
a97,0,0,1,100,0,0,1,0,0,0,0
a98,0,0,1,100,0,0,1,0,0,0,0
a99,0,0,1,100,0,0,1,0,0,0,0
aa1,0,0,1,100,0,0,1,0,0,0,0
aa2,0,0,1,100,0,0,1,0,0,0,0
aa3,0,0,1,100,0,0,1,0,0,0,0
aa4,0,0,1,100,0,0,1,0,0,0,0
aa5,0,0,1,100,0,0,1,0,0,0,0
aa6,0,0,1,100,0,0,1,0,0,0,0
aa7,0,0,1,100,0,0,1,0,0,0,0
aa8,0,0,1,100,0,0,1,0,0,0,0
aa9,0,0,1,100,0,0,1,0,0,0,0
ab1,0,0,1,100,0,0,1,0,0,0,0
ab2,0,0,1,100,0,0,1,0,0,0,0
ab3,0,0,1,100,0,0,1,0,0,0,0
ab4,0,0,1,100,0,0,1,0,0,0,0
ab5,0,0,1,100,0,0,1,0,0,0,0
ab6,0,0,1,100,0,0,1,0,0,0,0
ab7,0,0,1,100,0,0,1,0,0,0,0
ab8,0,0,1,100,0,0,1,0,0,0,0
ab9,0,0,1,100,0,0,1,0,0,0,0
ac1,0,0,1,100,0,0,1,0,0,0,0
ac2,0,0,1,100,0,0,1,0,0,0,0
ac3,0,0,1,100,0,0,1,0,0,0,0
ac4,0,0,1,100,0,0,1,0,0,0,0
ac5,0,0,1,100,0,0,1,0,0,0,0
ac6,0,0,1,100,0,0,1,0,0,0,0
ac7,0,0,1,100,0,0,1,0,0,0,0
ac8,0,0,1,100,0,0,1,0,0,0,0
ac9,0,0,1,100,0,0,1,0,0,0,0
ad1,0,0,1,100,0,0,1,0,0,0,0
ad2,0,0,1,100,0,0,1,0,0,0,0
ad3,0,0,1,100,0,0,1,0,0,0,0
ad4,0,0,1,100,0,0,1,0,0,0,0
ad5,0,0,1,100,0,0,1,0,0,0,0
ad6,0,0,1,100,0,0,1,0,0,0,0
ad7,0,0,1,100,0,0,1,0,0,0,0
ad8,0,0,1,100,0,0,1,0,0,0,0
ad9,0,0,1,100,0,0,1,0,0,0,0
ae1,0,0,1,100,0,0,1,0,0,0,0
ae2,0,0,1,100,0,0,1,0,0,0,0
ae3,0,0,1,100,0,0,1,0,0,0,0
ae4,0,0,1,100,0,0,1,0,0,0,0
ae5,0,0,1,100,0,0,1,0,0,0,0
ae6,0,0,1,100,0,0,1,0,0,0,0
ae7,0,0,1,100,0,0,1,0,0,0,0
ae8,0,0,1,100,0,0,1,0,0,0,0
ae9,0,0,1,100,0,0,1,0,0,0,0
af1,0,0,1,100,0,0,1,0,0,0,0
af2,0,0,1,100,0,0,1,0,0,0,0
af3,0,0,1,100,0,0,1,0,0,0,0
af4,0,0,1,100,0,0,1,0,0,0,0
af5,0,0,1,100,0,0,1,0,0,0,0
af6,0,0,1,100,0,0,1,0,0,0,0
af7,0,0,1,100,0,0,1,0,0,0,0
af8,0,0,1,100,0,0,1,0,0,0,0
af9,0,0,1,100,0,0,1,0,0,0,0
af0,0,0,1,100,0,0,1,0,0,0,0
ag1,0,0,1,100,0,0,1,0,0,0,0
ag2,0,0,1,100,0,0,1,0,0,0,0
ag3,0,0,1,100,0,0,1,0,0,0,0
ag4,0,0,1,100,0,0,1,0,0,0,0
ag5,0,0,1,100,0,0,1,0,0,0,0
ag6,0,0,1,100,0,0,1,0,0,0,0
ag7,0,0,1,100,0,0,1,0,0,0,0
ag8,0,0,1,100,0,0,1,0,0,0,0
ag9,0,0,1,100,0,0,1,0,0,0,0
ag0,0,0,1,100,0,0,1,0,0,0,0
ah1,0,0,1,100,0,0,1,0,0,0,0
ah2,0,0,1,100,0,0,1,0,0,0,0
ah3,0,0,1,100,0,0,1,0,0,0,0
ah4,0,0,1,100,0,0,1,0,0,0,0
ah5,0,0,1,100,0,0,1,0,0,0,0
ah6,0,0,1,100,0,0,1,0,0,0,0
ah7,0,0,1,100,0,0,1,0,0,0,0
ah8,0,0,1,100,0,0,1,0,0,0,0
ah9,0,0,1,100,0,0,1,0,0,0,0
ah0,0,0,1,100,0,0,1,0,0,0,0
ai1,0,0,1,100,0,0,1,0,0,0,0
ai2,0,0,1,100,0,0,1,0,0,0,0
ai3,0,0,1,100,0,0,1,0,0,0,0
ai4,0,0,1,100,0,0,1,0,0,0,0
ai5,0,0,1,100,0,0,1,0,0,0,0
ai6,0,0,1,100,0,0,1,0,0,0,0
ai7,0,0,1,100,0,0,1,0,0,0,0
ai8,0,0,1,100,0,0,1,0,0,0,0
ai9,0,0,1,100,0,0,1,0,0,0,0
ai0,0,0,1,100,0,0,1,0,0,0,0
aj1,0,0,1,100,0,0,1,0,0,0,0
aj2,0,0,1,100,0,0,1,0,0,0,0
aj3,0,0,1,100,0,0,1,0,0,0,0
aj4,0,0,1,100,0,0,1,0,0,0,0
aj5,0,0,1,100,0,0,1,0,0,0,0
aj6,0,0,1,100,0,0,1,0,0,0,0
aj7,0,0,1,100,0,0,1,0,0,0,0
aj8,0,0,1,100,0,0,1,0,0,0,0
aj9,0,0,1,100,0,0,1,0,0,0,0
aj0,0,0,1,100,0,0,1,0,0,0,0
ak1,0,0,1,100,0,0,1,0,0,0,0
ak2,0,0,1,100,0,0,1,0,0,0,0
ak3,0,0,1,100,0,0,1,0,0,0,0
ak4,0,0,1,100,0,0,1,0,0,0,0
ak5,0,0,1,100,0,0,1,0,0,0,0
ak6,0,0,1,100,0,0,1,0,0,0,0
ak7,0,0,1,100,0,0,1,0,0,0,0
ak8,0,0,1,100,0,0,1,0,0,0,0
ak9,0,0,1,100,0,0,1,0,0,0,0
ak0,0,0,1,100,0,0,1,0,0,0,0
al1,0,0,1,100,0,0,1,0,0,0,0
al2,0,0,1,100,0,0,1,0,0,0,0
al3,0,0,1,100,0,0,1,0,0,0,0
al4,0,0,1,100,0,0,1,0,0,0,0
al5,0,0,1,100,0,0,1,0,0,0,0
al6,0,0,1,100,0,0,1,0,0,0,0
al7,0,0,1,100,0,0,1,0,0,0,0
al8,0,0,1,100,0,0,1,0,0,0,0
al9,0,0,1,100,0,0,1,0,0,0,0
al0,0,0,1,100,0,0,1,0,0,0,0
an1,0,0,1,100,0,0,1,0,0,0,0
an2,0,0,1,100,0,0,1,0,0,0,0
an3,0,0,1,100,0,0,1,0,0,0,0
an4,0,0,1,100,0,0,1,0,0,0,0
an5,0,0,1,100,0,0,1,0,0,0,0
an6,0,0,1,100,0,0,1,0,0,0,0
an7,0,0,1,100,0,0,1,0,0,0,0
an8,0,0,1,100,0,0,1,0,0,0,0
an9,0,0,1,100,0,0,1,0,0,0,0
an0,0,0,1,100,0,0,1,0,0,0,0
am7,0,0,1,100,0,0,1,0,0,0,0
am8,0,0,1,100,0,0,1,0,0,0,0
am9,0,0,1,100,0,0,1,0,0,0,0
am0,0,0,1,100,0,0,1,0,0,0,0
ao1,0,0,1,100,0,0,1,0,0,0,0
ao2,0,0,1,100,0,0,1,0,0,0,0
ao3,0,0,1,100,0,0,1,0,0,0,0
ao4,0,0,1,100,0,0,1,0,0,0,0
ao5,0,0,1,100,0,0,1,0,0,0,0
ao6,0,0,1,100,0,0,1,0,0,0,0
am1,0,0,1,100,0,0,1,0,0,0,0
am2,0,0,1,100,0,0,1,0,0,0,0
am3,0,0,1,100,0,0,1,0,0,0,0
am4,0,0,1,100,0,0,1,0,0,0,0
am5,0,0,1,100,0,0,1,0,0,0,0
am6,0,0,1,100,0,0,1,0,0,0,0
ao7,0,0,1,100,0,0,1,0,0,0,0
ao8,0,0,1,100,0,0,1,0,0,0,0
ao9,0,0,1,100,0,0,1,0,0,0,0
ao0,0,0,1,100,0,0,1,0,0,0,0
ap1,0,0,1,100,0,0,1,0,0,0,0
ap2,0,0,1,100,0,0,1,0,0,0,0
ap3,0,0,1,100,0,0,1,0,0,0,0
ap4,0,0,1,100,0,0,1,0,0,0,0
ap5,0,0,1,100,0,0,1,0,0,0,0
ap6,0,0,1,100,0,0,1,0,0,0,0
ap7,0,0,1,100,0,0,1,0,0,0,0
ap8,0,0,1,100,0,0,1,0,0,0,0
ap9,0,0,1,100,0,0,1,0,0,0,0
ap0,0,0,1,100,0,0,1,0,0,0,0
aq1,0,0,1,100,0,0,1,0,0,0,0
aq2,0,0,1,100,0,0,1,0,0,0,0
aq3,0,0,1,100,0,0,1,0,0,0,0
aq4,0,0,1,100,0,0,1,0,0,0,0
aq5,0,0,1,100,0,0,1,0,0,0,0
aq6,0,0,1,100,0,0,1,0,0,0,0
aq7,0,0,1,100,0,0,1,0,0,0,0
aq8,0,0,1,100,0,0,1,0,0,0,0
aq9,0,0,1,100,0,0,1,0,0,0,0
ar0,0,0,1,100,0,0,1,0,0,0,0
ar1,0,0,1,100,0,0,1,0,0,0,0
ar2,0,0,1,100,0,0,1,0,0,0,0
ar3,0,0,1,100,0,0,1,0,0,0,0
ar4,0,0,1,100,0,0,1,0,0,0,0
ar5,0,0,1,100,0,0,1,0,0,0,0
ar6,0,0,1,100,0,0,1,0,0,0,0
ar7,0,0,1,100,0,0,1,0,0,0,0
ar8,0,0,1,100,0,0,1,0,0,0,0
ar9,0,0,1,100,0,0,1,0,0,0,0
as0,0,0,1,100,0,0,1,0,0,0,0
as1,0,0,1,100,0,0,1,0,0,0,0
as2,0,0,1,100,0,0,1,0,0,0,0
as3,0,0,1,100,0,0,1,0,0,0,0
as4,0,0,1,100,0,0,1,0,0,0,0
as5,0,0,1,100,0,0,1,0,0,0,0
as6,0,0,1,100,0,0,1,0,0,0,0
as7,0,0,1,100,0,0,1,0,0,0,0
as8,0,0,1,100,0,0,1,0,0,0,0
as9,0,0,1,100,0,0,1,0,0,0,0
at0,0,0,1,100,0,0,1,0,0,0,0
at1,0,0,1,100,0,0,1,0,0,0,0
at2,0,0,1,100,0,0,1,0,0,0,0
at3,0,0,1,100,0,0,1,0,0,0,0
at4,0,0,1,100,0,0,1,0,0,0,0
at5,0,0,1,100,0,0,1,0,0,0,0
at6,0,0,1,100,0,0,1,0,0,0,0
at7,0,0,1,100,0,0,1,0,0,0,0
at8,0,0,1,100,0,0,1,0,0,0,0
at9,0,0,1,100,0,0,1,0,0,0,0
au0,0,0,1,100,0,0,1,0,0,0,0
au1,0,0,1,100,0,0,1,0,0,0,0
au2,0,0,1,100,0,0,1,0,0,0,0
au3,0,0,1,100,0,0,1,0,0,0,0
au4,0,0,1,100,0,0,1,0,0,0,0
au5,0,0,1,100,0,0,1,0,0,0,0
au6,0,0,1,100,0,0,1,0,0,0,0
au7,0,0,1,100,0,0,1,0,0,0,0
au8,0,0,1,100,0,0,1,0,0,0,0
au9,0,0,1,100,0,0,1,0,0,0,0
av0,0,0,1,100,0,0,1,0,0,0,0
av1,0,0,1,100,0,0,1,0,0,0,0
av2,0,0,1,100,0,0,1,0,0,0,0
av3,0,0,1,100,0,0,1,0,0,0,0
av4,0,0,1,100,0,0,1,0,0,0,0
av5,0,0,1,100,0,0,1,0,0,0,0
av6,0,0,1,100,0,0,1,0,0,0,0
av7,0,0,1,100,0,0,1,0,0,0,0
av8,0,0,1,100,0,0,1,0,0,0,0
av9,0,0,1,100,0,0,1,0,0,0,0
aw0,0,0,1,100,0,0,1,0,0,0,0
aw1,0,0,1,100,0,0,1,0,0,0,0
aw2,0,0,1,100,0,0,1,0,0,0,0
aw3,0,0,1,100,0,0,1,0,0,0,0
aw4,0,0,1,100,0,0,1,0,0,0,0
aw5,0,0,1,100,0,0,1,0,0,0,0
aw6,0,0,1,100,0,0,1,0,0,0,0
aw7,0,0,1,100,0,0,1,0,0,0,0
aw8,0,0,1,100,0,0,1,0,0,0,0
aw9,0,0,1,100,0,0,1,0,0,0,0
ax0,0,0,1,100,0,0,1,0,0,0,0
ax1,0,0,1,100,0,0,1,0,0,0,0
ax2,0,0,1,100,0,0,1,0,0,0,0
ax3,0,0,1,100,0,0,1,0,0,0,0
ax4,0,0,1,100,0,0,1,0,0,0,0
ax5,0,0,1,100,0,0,1,0,0,0,0
ax6,0,0,1,100,0,0,1,0,0,0,0
ax7,0,0,1,100,0,0,1,0,0,0,0
ax8,0,0,1,100,0,0,1,0,0,0,0
ax9,0,0,1,100,0,0,1,0,0,0,0
ay0,0,0,1,100,0,0,1,0,0,0,0
ay1,0,0,1,100,0,0,1,0,0,0,0
ay2,0,0,1,100,0,0,1,0,0,0,0
ay3,0,0,1,100,0,0,1,0,0,0,0
ay4,0,0,1,100,0,0,1,0,0,0,0
ay5,0,0,1,100,0,0,1,0,0,0,0
ay6,0,0,1,100,0,0,1,0,0,0,0
ay7,0,0,1,100,0,0,1,0,0,0,0
ay8,0,0,1,100,0,0,1,0,0,0,0
ay9,0,0,1,100,0,0,1,0,0,0,0
az0,0,0,1,100,0,0,1,0,0,0,0
az1,0,0,1,100,0,0,1,0,0,0,0
az2,0,0,1,100,0,0,1,0,0,0,0
az3,0,0,1,100,0,0,1,0,0,0,0
az4,0,0,1,100,0,0,1,0,0,0,0
az5,0,0,1,100,0,0,1,0,0,0,0
az6,0,0,1,100,0,0,1,0,0,0,0
az7,0,0,1,100,0,0,1,0,0,0,0
az8,0,0,1,100,0,0,1,0,0,0,0
az9,0,0,1,100,0,0,1,0,0,0,0
e01,0,0,1,100,0,0,1,0,0,0,0
e02,0,0,1,100,0,0,1,0,0,0,0
e03,0,0,1,100,0,0,1,0,0,0,0
e04,0,0,1,100,0,0,1,0,0,0,0
e05,0,0,1,100,0,0,1,0,0,0,0
e06,0,0,1,100,0,0,1,0,0,0,0
e07,0,0,1,100,0,0,1,0,0,0,0
e08,0,0,1,100,0,0,1,0,0,0,0
e09,0,0,1,100,0,0,1,0,0,0,0
e10,0,0,1,100,0,0,1,0,0,0,0
e11,0,0,1,100,0,0,1,0,0,0,0
e12,0,0,1,100,0,0,1,0,0,0,0
e13,0,0,1,100,0,0,1,0,0,0,0
e14,0,0,1,100,0,0,1,0,0,0,0
e15,0,0,1,100,0,0,1,0,0,0,0
e16,0,0,1,100,0,0,1,0,0,0,0
e17,0,0,1,100,0,0,1,0,0,0,0
e18,0,0,1,100,0,0,1,0,0,0,0
e19,0,0,1,100,0,0,1,0,0,0,0
e20,0,0,1,100,0,0,1,0,0,0,0
e21,0,0,1,100,0,0,1,0,0,0,0
e22,0,0,1,100,0,0,1,0,0,0,0
e23,0,0,1,100,0,0,1,0,0,0,0
e24,0,0,1,100,0,0,1,0,0,0,0
e25,0,0,1,100,0,0,1,0,0,0,0
e26,0,0,1,100,0,0,1,0,0,0,0
e27,0,0,1,100,0,0,1,0,0,0,0
e28,0,0,1,100,0,0,1,0,0,0,0
e29,0,0,1,100,0,0,1,0,0,0,0
e30,0,0,1,100,0,0,1,0,0,0,0
e31,0,0,1,100,0,0,1,0,0,0,0
e32,0,0,1,100,0,0,1,0,0,0,0
e33,0,0,1,100,0,0,1,0,0,0,0
e34,0,0,1,100,0,0,1,0,0,0,0
e35,0,0,1,100,0,0,1,0,0,0,0
e36,0,0,1,100,0,0,1,0,0,0,0
e37,0,0,1,100,0,0,1,0,0,0,0
e38,0,0,1,100,0,0,1,0,0,0,0
e39,0,0,1,100,0,0,1,0,0,0,0
e40,0,0,1,100,0,0,1,0,0,0,0
e41,0,0,1,100,0,0,1,0,0,0,0
e42,0,0,1,100,0,0,1,0,0,0,0
e43,0,0,1,100,0,0,1,0,0,0,0
e44,0,0,1,100,0,0,1,0,0,0,0
e45,0,0,1,100,0,0,1,0,0,0,0
e46,0,0,1,100,0,0,1,0,0,0,0
e47,0,0,1,100,0,0,1,0,0,0,0
e48,0,0,1,100,0,0,1,0,0,0,0
e49,0,0,1,100,0,0,1,0,0,0,0
e50,0,0,1,100,0,0,1,0,0,0,0
e51,0,0,1,100,0,0,1,0,0,0,0
e52,0,0,1,100,0,0,1,0,0,0,0
e53,0,0,1,100,0,0,1,0,0,0,0
e54,0,0,1,100,0,0,1,0,0,0,0
e55,0,0,1,100,0,0,1,0,0,0,0
e56,0,0,1,100,0,0,1,0,0,0,0
e57,0,0,1,100,0,0,1,0,0,0,0
e58,0,0,1,100,0,0,1,0,0,0,0
e59,0,0,1,100,0,0,1,0,0,0,0
e60,0,0,1,100,0,0,1,0,0,0,0
e61,0,0,1,100,0,0,1,0,0,0,0
e62,0,0,1,100,0,0,1,0,0,0,0
e63,0,0,1,100,0,0,1,0,0,0,0
e64,0,0,1,100,0,0,1,0,0,0,0
e65,0,0,1,100,0,0,1,0,0,0,0
e66,0,0,1,100,0,0,1,0,0,0,0
e67,0,0,1,100,0,0,1,0,0,0,0
e68,0,0,1,100,0,0,1,0,0,0,0
e69,0,0,1,100,0,0,1,0,0,0,0
e70,0,0,1,100,0,0,1,0,0,0,0
e71,0,0,1,100,0,0,1,0,0,0,0
e72,0,0,1,100,0,0,1,0,0,0,0
e73,0,0,1,100,0,0,1,0,0,0,0
e74,0,0,1,100,0,0,1,0,0,0,0
e75,0,0,1,100,0,0,1,0,0,0,0
e76,0,0,1,100,0,0,1,0,0,0,0
e77,0,0,1,100,0,0,1,0,0,0,0
e78,0,0,1,100,0,0,1,0,0,0,0
e79,0,0,1,100,0,0,1,0,0,0,0
e80,0,0,1,100,0,0,1,0,0,0,0
e81,0,0,1,100,0,0,1,0,0,0,0
e82,0,0,1,100,0,0,1,0,0,0,0
e83,0,0,1,100,0,0,1,0,0,0,0
e84,0,0,1,100,0,0,1,0,0,0,0
